label,name,id,abstract,substitution_group,type,period,balance,nillable,facets,documentation
Actuarial present value of promised retirement benefits,ActuarialPresentValueOfPromisedRetirementBenefits,ifrs-full_ActuarialPresentValueOfPromisedRetirementBenefits,false,xbrli:item,xbrli:monetaryItemType,instant,credit,true,,"The present value of the expected payments by a retirement benefit plan to existing and past employees, attributable to the service already rendered."
"Additional allowance recognised in profit or loss, allowance account for credit losses of financial assets",AdditionalAllowanceRecognisedInProfitOrLossAllowanceAccountForCreditLossesOfFinancialAssets,ifrs-full_AdditionalAllowanceRecognisedInProfitOrLossAllowanceAccountForCreditLossesOfFinancialAssets,false,xbrli:item,xbrli:monetaryItemType,duration,,true,,The amount of additional allowance for credit losses of financial assets recognised in profit or loss. [Refer: Allowance account for credit losses of financial assets]
Additional disclosures for amounts recognised as of acquisition date for each major class of assets acquired and liabilities assumed [abstract],AdditionalDisclosuresForAmountsRecognisedAsOfAcquisitionDateForEachMajorClassOfAssetsAcquiredAndLiabilitiesAssumedAbstract,ifrs-full_AdditionalDisclosuresForAmountsRecognisedAsOfAcquisitionDateForEachMajorClassOfAssetsAcquiredAndLiabilitiesAssumedAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Additional disclosures related to regulatory deferral accounts [abstract],AdditionalDisclosuresRelatedToRegulatoryDeferralAccountsAbstract,ifrs-full_AdditionalDisclosuresRelatedToRegulatoryDeferralAccountsAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Additional information [abstract],AdditionalInformationAbstract,ifrs-full_AdditionalInformationAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Additional information about entity exposure to risk,AdditionalInformationAboutEntityExposureToRisk,ifrs-full_AdditionalInformationAboutEntityExposureToRisk,false,xbrli:item,xbrli:stringItemType,duration,,true,,Additional information about the entity's exposure to risk when the quantitative data disclosed are unrepresentative.
Additional information about insurance contracts [text block],AdditionalInformationAboutInsuranceContractsExplanatory,ifrs-full_AdditionalInformationAboutInsuranceContractsExplanatory,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,Additional information about insurance contracts necessary to meet the objective of the disclosure requirements in IFRS 17. [Refer: Insurance contracts [member]]
Additional information about nature and financial effect of business combination,AdditionalInformationAboutNatureAndFinancialEffectOfBusinessCombination,ifrs-full_AdditionalInformationAboutNatureAndFinancialEffectOfBusinessCombination,false,xbrli:item,xbrli:stringItemType,duration,,true,,Additional information about the nature and financial effects of business combinations necessary to meet the objectives of IFRS 3. [Refer: Business combinations [member]]
Additional information about nature of and changes in risks associated with interests in structured entities [text block],AdditionalInformationAboutNatureOfAndChangesInRisksAssociatedWithInterestsInStructuredEntitiesExplanatory,ifrs-full_AdditionalInformationAboutNatureOfAndChangesInRisksAssociatedWithInterestsInStructuredEntitiesExplanatory,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,"The disclosure of additional information about the nature of, and changes in, risks associated with interests in structured entities."
Additional information about share-based payment arrangements [text block],AdditionalInformationAboutSharebasedPaymentArrangements,ifrs-full_AdditionalInformationAboutSharebasedPaymentArrangements,false,xbrli:item,dtr-types:textBlockItemType,duration,,true,,Additional information about share-based payment arrangements necessary to satisfy the disclosure requirements of IFRS 2. [Refer: Share-based payment arrangements [member]]
"Additional liabilities, contingent liabilities recognised in business combination",AdditionalLiabilitiesContingentLiabilitiesRecognisedInBusinessCombination,ifrs-full_AdditionalLiabilitiesContingentLiabilitiesRecognisedInBusinessCombination,false,xbrli:item,xbrli:monetaryItemType,duration,credit,true,,The amount of additional contingent liabilities recognised in business combinations. [Refer: Contingent liabilities recognised in business combination; Business combinations [member]; Contingent liabilities [member]]
"Additional liabilities, contingent liabilities recognised in business combination [abstract]",AdditionalLiabilitiesContingentLiabilitiesRecognisedInBusinessCombinationAbstract,ifrs-full_AdditionalLiabilitiesContingentLiabilitiesRecognisedInBusinessCombinationAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Additional paid-in capital,AdditionalPaidinCapital,ifrs-full_AdditionalPaidinCapital,false,xbrli:item,xbrli:monetaryItemType,instant,credit,true,,The amount received or receivable from the issuance of the entity's shares in excess of nominal value and amounts received from other transactions involving the entity's stock or stockholders.
Additional paid-in capital [member],AdditionalPaidinCapitalMember,ifrs-full_AdditionalPaidinCapitalMember,true,xbrli:item,dtr-types:domainItemType,duration,,true,length=0,This member stands for amounts received from issuance of the entity's shares in excess of nominal value and amounts received from other transactions involving the entity's stock or stockholders.
"Additional provisions, other provisions",AdditionalProvisionsOtherProvisions,ifrs-full_AdditionalProvisionsOtherProvisions,false,xbrli:item,xbrli:monetaryItemType,duration,credit,true,,The amount of additional other provisions made. [Refer: Other provisions]
"Additional provisions, other provisions [abstract]",AdditionalProvisionsOtherProvisionsAbstract,ifrs-full_AdditionalProvisionsOtherProvisionsAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
"Additional recognition, goodwill",AdditionalRecognitionGoodwill,ifrs-full_AdditionalRecognitionGoodwill,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of additional goodwill recognised, except goodwill included in a disposal group that, on acquisition, meets the criteria to be classified as held for sale in accordance with IFRS 5. [Refer: Goodwill; Disposal groups classified as held for sale [member]]"
"Additions from acquisitions, investment property",AdditionsFromAcquisitionsInvestmentProperty,ifrs-full_AdditionsFromAcquisitionsInvestmentProperty,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,The amount of additions to investment property resulting from acquisitions. [Refer: Investment property]
"Additions from purchases, biological assets",AdditionsFromPurchasesBiologicalAssets,ifrs-full_AdditionsFromPurchasesBiologicalAssets,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,The amount of additions to biological assets resulting from purchases. [Refer: Biological assets]
"Additions from subsequent expenditure recognised as asset, biological assets",AdditionsFromSubsequentExpenditureRecognisedAsAssetBiologicalAssets,ifrs-full_AdditionsFromSubsequentExpenditureRecognisedAsAssetBiologicalAssets,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,The amount of additions to biological assets resulting from subsequent expenditure recognised as an asset. [Refer: Biological assets]
"Additions from subsequent expenditure recognised as asset, investment property",AdditionsFromSubsequentExpenditureRecognisedAsAssetInvestmentProperty,ifrs-full_AdditionsFromSubsequentExpenditureRecognisedAsAssetInvestmentProperty,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,The amount of additions to investment property resulting from subsequent expenditure recognised as an asset. [Refer: Investment property]
"Additions other than through business combinations, biological assets",AdditionsOtherThanThroughBusinessCombinationsBiologicalAssets,ifrs-full_AdditionsOtherThanThroughBusinessCombinationsBiologicalAssets,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of additions to biological assets, other than those acquired through business combinations. [Refer: Business combinations [member]; Biological assets]"
"Additions other than through business combinations, biological assets [abstract]",AdditionsOtherThanThroughBusinessCombinationsBiologicalAssetsAbstract,ifrs-full_AdditionsOtherThanThroughBusinessCombinationsBiologicalAssetsAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
"Additions other than through business combinations, intangible assets other than goodwill",AdditionsOtherThanThroughBusinessCombinationsIntangibleAssetsOtherThanGoodwill,ifrs-full_AdditionsOtherThanThroughBusinessCombinationsIntangibleAssetsOtherThanGoodwill,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,"The amount of additions to intangible assets other than goodwill, other than those acquired through business combinations. [Refer: Business combinations [member]; Intangible assets other than goodwill]"
"Additions other than through business combinations, investment property",AdditionsOtherThanThroughBusinessCombinationsInvestmentProperty,ifrs-full_AdditionsOtherThanThroughBusinessCombinationsInvestmentProperty,false,xbrli:item,xbrli:monetaryItemType,duration,debit,true,,The amount of additions to investment property other than those acquired through business combinations. [Refer: Business combinations [member]; Investment property]
"Additions other than through business combinations, liabilities under insurance contracts and reinsurance contracts issued",AdditionsLiabilitiesUnderInsuranceContractsAndReinsuranceContractsIssued,ifrs-full_AdditionsLiabilitiesUnderInsuranceContractsAndReinsuranceContractsIssued,false,xbrli:item,xbrli:monetaryItemType,duration,credit,true,,"The increase in liabilities under insurance contracts and reinsurance contracts issued, resulting from additions other than through business combinations. [Refer: Liabilities under insurance contracts and reinsurance contracts issued; Business combinations [member]]"
